Time [sec]		Acceleration [m/sec2]	Velocity [mm/sec]	Displacement [mm]
10.55500  		-0.00722        	1.52750          	1.07315          
10.56000  		-0.00362        	1.50039          	1.08072          
10.56500  		0.00130         	1.49460          	1.08819          
10.57000  		-0.00336        	1.48946          	1.09566          
10.57500  		-0.01316        	1.44816          	1.10303          
10.58000  		-0.01440        	1.37926          	1.11010          
10.58500  		-0.01215        	1.31289          	1.11682          
10.59000  		-0.01760        	1.23852          	1.12321          
10.59500  		-0.02141        	1.14102          	1.12917          
10.60000  		-0.01838        	1.04155          	1.13462          
10.60500  		-0.00672        	0.97880          	1.13965          
10.61000  		-0.00324        	0.95392          	1.14447          
10.61500  		-0.00737        	0.92739          	1.14918          
10.62000  		-0.00087        	0.90678          	1.15376          
10.62500  		-0.00080        	0.90260          	1.15828          
10.63000  		-0.00692        	0.88330          	1.16276          
10.63500  		-0.01818        	0.82056          	1.16704          
10.64000  		-0.02460        	0.71362          	1.17089          
10.64500  		-0.01916        	0.60421          	1.17417          
10.65000  		-0.02630        	0.49058          	1.17692          
10.65500  		-0.02847        	0.35365          	1.17904          
10.66000  		-0.02248        	0.22627          	1.18048          
10.66500  		-0.01492        	0.13278          	1.18136          
10.67000  		-0.01087        	0.06832          	1.18185          
10.67500  		-0.01895        	-0.00623         	1.18202          
10.68000  		-0.01361        	-0.08764         	1.18178          
10.68500  		-0.00994        	-0.14653         	1.18119          
10.69000  		-0.01770        	-0.21564         	1.18030          
10.69500  		-0.02558        	-0.32382         	1.17896          
10.70000  		-0.03064        	-0.46435         	1.17700          
10.70500  		-0.02545        	-0.60457         	1.17432          
10.71000  		-0.02908        	-0.74090         	1.17097          
10.71500  		-0.03638        	-0.90455         	1.16687          
10.72000  		-0.03198        	-1.07547         	1.16191          
10.72500  		-0.02669        	-1.22216         	1.15615          
10.73000  		-0.02858        	-1.36034         	1.14970          
10.73500  		-0.03285        	-1.51391         	1.14252          
10.74000  		-0.03104        	-1.67363         	1.13455          
10.74500  		-0.02283        	-1.80831         	1.12583          
10.75000  		-0.01568        	-1.90458         	1.11653          
10.75500  		-0.02597        	-2.00870         	1.10677          
10.76000  		-0.03506        	-2.16127         	1.09636          
10.76500  		-0.03266        	-2.33056         	1.08513          
10.77000  		-0.04264        	-2.51882         	1.07303          
10.77500  		-0.04694        	-2.74278         	1.05988          
10.78000  		-0.04423        	-2.97072         	1.04559          
10.78500  		-0.03973        	-3.18063         	1.03020          
10.79000  		-0.03292        	-3.36225         	1.01383          
10.79500  		-0.03671        	-3.53632         	0.99659          
10.80000  		-0.02608        	-3.69328         	0.97850          
10.80500  		-0.01879        	-3.80546         	0.95974          
10.81000  		-0.02155        	-3.90632         	0.94046          
10.81500  		-0.01741        	-4.00372         	0.92068          
10.82000  		-0.01616        	-4.08765         	0.90045          
10.82500  		-0.00467        	-4.13972         	0.87986          
10.83000  		-0.00542        	-4.16494         	0.85910          
10.83500  		-0.00853        	-4.19981         	0.83819          
10.84000  		-0.00024        	-4.22172         	0.81712          
10.84500  		-0.00142        	-4.22585         	0.79600          
10.85000  		-0.00191        	-4.23418         	0.77485          
10.85500  		-0.01135        	-4.26733         	0.75362          
10.86000  		-0.01337        	-4.32912         	0.73213          
10.86500  		-0.01014        	-4.38788         	0.71033          
10.87000  		-0.02051        	-4.46451         	0.68822          
10.87500  		-0.02176        	-4.57020         	0.66564          
10.88000  		-0.01877        	-4.67154         	0.64253          
10.88500  		-0.01203        	-4.74854         	0.61896          
10.89000  		-0.00908        	-4.80129         	0.59508          
10.89500  		-0.01359        	-4.85795         	0.57095          
10.90000  		-0.00528        	-4.90510         	0.54652          
10.90500  		-0.00085        	-4.92041         	0.52195          
10.91000  		-0.00654        	-4.93887         	0.49731          
10.91500  		-0.01152        	-4.98401         	0.47251          
10.92000  		-0.01412        	-5.04812         	0.44744          
10.92500  		-0.00911        	-5.10619         	0.42204          
10.93000  		-0.01074        	-5.15582         	0.39639          
10.93500  		-0.01507        	-5.22034         	0.37046          
10.94000  		-0.00523        	-5.27106         	0.34421          
10.94500  		0.00080         	-5.28211         	0.31782          
10.95000  		0.00321         	-5.27208         	0.29143          
10.95500  		0.00355         	-5.25518         	0.26511          
10.96000  		0.00281         	-5.23927         	0.23887          
10.96500  		0.01216         	-5.20184         	0.21275          
10.97000  		0.00632         	-5.15565         	0.18687          
10.97500  		0.00134         	-5.13652         	0.16115          
10.98000  		0.00817         	-5.11275         	0.13551          
10.98500  		0.00907         	-5.06967         	0.11005          
10.99000  		0.01357         	-5.01308         	0.08484          
10.99500  		0.01020         	-4.95365         	0.05993          
11.00000  		0.01612         	-4.88783         	0.03531          
11.00500  		0.02588         	-4.78281         	0.01111          
11.01000  		0.02196         	-4.66322         	-0.01249         
11.01500  		0.02306         	-4.55069         	-0.03553         
11.02000  		0.02399         	-4.43307         	-0.05799         
11.02500  		0.02804         	-4.30298         	-0.07984         
11.03000  		0.02633         	-4.16706         	-0.10101         
11.03500  		0.02288         	-4.04405         	-0.12153         
11.04000  		0.03065         	-3.91023         	-0.14143         
